,type,id,key,value,action,details,url
196,way,293127711,wikidata,Q2203417,add_wikidata_label,"nl,fr",https://www.openstreetmap.org/way/293127711
197,way,298161509,wikidata,Q111412175,add_wikidata_label,en,https://www.openstreetmap.org/way/298161509
198,way,319998086,parking:lane:right,parallel,update_deprecated_tag,parking:right=parallel,https://www.openstreetmap.org/way/319998086
199,way,334463613,wikidata,Q546027,add_wikidata_label,"fr,ar,bg,de,es,fa,hu,it,ja,pt,ru,sr,uk,zh,ko",https://www.openstreetmap.org/way/334463613
200,way,334464445,wikidata,Q7209730,add_wikidata_label,"an,ar,de,es,pl,eu,nl",https://www.openstreetmap.org/way/334464445
201,way,351920542,wikidata,Q3931660,add_wikidata_label,fr,https://www.openstreetmap.org/way/351920542
202,way,352338250,wikidata,Q5596036,add_wikidata_label,"ca,en",https://www.openstreetmap.org/way/352338250
203,way,358047858,wikidata,Q18006186,add_wikidata_label,fr,https://www.openstreetmap.org/way/358047858
204,way,358129350,wikidata,Q3931670,add_wikidata_label,"ca,it",https://www.openstreetmap.org/way/358129350
205,way,358317385,wikidata,Q11945090,add_wikidata_label,"ca,en,fr",https://www.openstreetmap.org/way/358317385
206,way,361846817,wikidata,Q18005708,add_wikidata_label,en,https://www.openstreetmap.org/way/361846817
207,way,368472454,wikidata,Q24411,add_wikidata_label,fa,https://www.openstreetmap.org/way/368472454
208,way,368480225,wikidata,Q3931658,add_wikidata_label,"fr,it",https://www.openstreetmap.org/way/368480225
209,way,369430362,wikidata,Q21330406,add_wikidata_label,sv,https://www.openstreetmap.org/way/369430362
210,way,371164435,wikidata,Q11938462,add_wikidata_label,"en,de,ca",https://www.openstreetmap.org/way/371164435
211,way,371478742,wikidata,Q21329397,add_wikidata_label,"fr,sv",https://www.openstreetmap.org/way/371478742
212,way,371478743,wikidata,Q2009270,add_wikidata_label,"ca,en,fr,it",https://www.openstreetmap.org/way/371478743
213,way,381186674,wikidata,Q3931667,add_wikidata_label,"fr,it",https://www.openstreetmap.org/way/381186674
214,way,382248559,wikidata,Q517092,add_wikidata_label,it,https://www.openstreetmap.org/way/382248559
215,way,385225383,wikidata,Q11945091,add_wikidata_label,"ca,en,fr",https://www.openstreetmap.org/way/385225383
216,way,385383500,wikidata,Q5397738,add_wikidata_label,"es,en,nl,tr,fr",https://www.openstreetmap.org/way/385383500
217,way,391178816,wikidata,Q17615770,add_wikidata_label,ca,https://www.openstreetmap.org/way/391178816
218,way,391568717,wikidata,Q3931657,add_wikidata_label,"ca,it,fr",https://www.openstreetmap.org/way/391568717
219,way,392027294,wikidata,Q21330461,add_wikidata_label,sv,https://www.openstreetmap.org/way/392027294
220,way,392063295,wikidata,Q3931661,add_wikidata_label,"it,fr",https://www.openstreetmap.org/way/392063295
221,way,392137331,wikidata,Q11945088,add_wikidata_label,fr,https://www.openstreetmap.org/way/392137331
222,way,392397186,wikidata,Q20106858,add_wikidata_label,"en,fr",https://www.openstreetmap.org/way/392397186
223,way,392401926,landuse,reservoir,update_deprecated_tag,natural=water + water=reservoir,https://www.openstreetmap.org/way/392401926
224,way,398297653,wikidata,Q15278929,add_wikidata_label,"en,fr",https://www.openstreetmap.org/way/398297653
225,way,398297654,wikidata,Q111412180,add_wikidata_label,en,https://www.openstreetmap.org/way/398297654
226,way,419184137,wikidata,Q5397739,add_wikidata_label,"en,tr,fr",https://www.openstreetmap.org/way/419184137
227,way,419184179,wikidata,Q111877858,add_wikidata_label,en,https://www.openstreetmap.org/way/419184179
228,way,423318131,landuse,reservoir,update_deprecated_tag,natural=water + water=reservoir,https://www.openstreetmap.org/way/423318131
229,way,432400670,wikidata,Q3649138,add_wikidata_label,it,https://www.openstreetmap.org/way/432400670
230,way,512798902,wikidata,Q15934247,add_wikidata_label,"en,es,fr",https://www.openstreetmap.org/way/512798902
231,way,512803159,wikidata,Q1046548,add_wikidata_label,"eu,fi,fr,gl,it,ja,nb,nl,pl,pt,ru,sl,tr,zh,cs,sk,he,de,en,eo",https://www.openstreetmap.org/way/512803159
232,way,512803160,wikidata,Q1046548,add_wikidata_label,"ja,pt,ru,zh,he",https://www.openstreetmap.org/way/512803160
233,way,517836384,wikidata,Q15920474,add_wikidata_label,"ca,de,fr,nl,es",https://www.openstreetmap.org/way/517836384
234,way,523729934,wikidata,Q3935695,add_wikidata_label,it,https://www.openstreetmap.org/way/523729934
235,way,532533490,landuse,reservoir,update_deprecated_tag,natural=water + water=reservoir,https://www.openstreetmap.org/way/532533490
236,way,542627592,wikidata,Q97489548,add_wikidata_label,"en,fr",https://www.openstreetmap.org/way/542627592
237,way,545423936,wikidata,Q97489548,add_wikidata_label,"en,fr",https://www.openstreetmap.org/way/545423936
238,way,547229111,wikidata,Q112017266,add_wikidata_label,en,https://www.openstreetmap.org/way/547229111
239,way,604030705,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/604030705
240,way,604030706,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/604030706
241,way,604263258,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/604263258
242,way,604263261,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/604263261
243,way,604405447,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/604405447
244,way,604405448,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/604405448
245,way,648871704,wikidata,Q9287543,add_wikidata_label,"de,es,fr,it,pl,pt",https://www.openstreetmap.org/way/648871704
246,way,658303535,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,es,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,ru,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/658303535
247,way,658303536,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,es,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,ru,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/658303536
248,way,667958227,wikidata,Q3935693,add_wikidata_label,"en,fr,it",https://www.openstreetmap.org/way/667958227
249,way,668343726,wikidata,Q1784663,add_wikidata_label,fr,https://www.openstreetmap.org/way/668343726
250,way,852611722,wikidata,Q17588564,add_wikidata_label,"en,fr",https://www.openstreetmap.org/way/852611722
251,way,863846797,wikidata,Q7228022,add_wikidata_label,"ca,de,en,es,fr,nl,tr",https://www.openstreetmap.org/way/863846797
252,way,907459744,wikidata,Q11946912,add_wikidata_label,fr,https://www.openstreetmap.org/way/907459744
253,way,908107551,wikidata,Q66384866,add_wikidata_label,eu,https://www.openstreetmap.org/way/908107551
254,way,968916718,wikidata,Q5911633,add_wikidata_label,"en,es,fr",https://www.openstreetmap.org/way/968916718
255,way,968930602,wikidata,Q111412176,add_wikidata_label,en,https://www.openstreetmap.org/way/968930602
256,way,968930605,wikidata,Q111877854,add_wikidata_label,en,https://www.openstreetmap.org/way/968930605
257,way,969133099,wikidata,Q111412170,add_wikidata_label,en,https://www.openstreetmap.org/way/969133099
258,way,978057700,wikidata,Q2569829,add_wikidata_label,"fr,it",https://www.openstreetmap.org/way/978057700
259,way,978057872,wikidata,Q3931664,add_wikidata_label,"fr,it",https://www.openstreetmap.org/way/978057872
260,way,978058669,wikidata,Q11945092,add_wikidata_label,"ca,fr,en",https://www.openstreetmap.org/way/978058669
261,way,978058670,wikidata,Q3931668,add_wikidata_label,"ca,fr,it",https://www.openstreetmap.org/way/978058670
262,way,978058671,wikidata,Q18006178,add_wikidata_label,fr,https://www.openstreetmap.org/way/978058671
263,way,978058672,wikidata,Q3931656,add_wikidata_label,"ca,en,fr,it",https://www.openstreetmap.org/way/978058672
264,way,987242424,wikidata,Q546015,add_wikidata_label,"eu,fr,it,nl,ru",https://www.openstreetmap.org/way/987242424
265,way,987243867,wikidata,Q2551051,add_wikidata_label,"sk,sl,sv,sw,vi,vo,wa,wo,zu,af,an,br,co,cs,cy,da,de,en,eo,es,et,eu,fi,fr,ga,gd,gl,hr,hu,ia,id,ie,io,is,it,ja,kg,lb,li,lv,mg,ms,nb,nl,nn,oc,pl,pt,rm,ro,ru,sc",https://www.openstreetmap.org/way/987243867
266,way,997465771,landuse,reservoir,update_deprecated_tag,natural=water + water=reservoir,https://www.openstreetmap.org/way/997465771
267,way,999484102,wikidata,Q3268636,add_wikidata_label,"fr,ga",https://www.openstreetmap.org/way/999484102
268,way,1051784031,wikidata,Q2324678,add_wikidata_label,"de,en,nl,fr",https://www.openstreetmap.org/way/1051784031
269,way,1055271253,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/1055271253
270,way,1055271254,wikidata,Q24853,add_wikidata_label,"ar,br,cs,cv,de,en,eu,fi,fr,gl,he,id,it,ja,lt,mk,nb,nl,nn,oc,pl,pt,ro,sk,sl,sr,sv,uk,vi,zh,lv",https://www.openstreetmap.org/way/1055271254
271,way,1059987759,wikidata,Q97489591,add_wikidata_label,fr,https://www.openstreetmap.org/way/1059987759
272,way,1078769632,landuse,reservoir,update_deprecated_tag,natural=water + water=reservoir,https://www.openstreetmap.org/way/1078769632
273,relation,7439,wikidata,Q3184,add_wikidata_label,"an,ar,az,be,bg,bn,cv,de,el,et,fa,gu,he,hi,hy,ia,ja,ka,kk,kn,ko,la,lb,lt,lv,mk,mr,os,si,sr,ta,te,tg,th,uk,ur,zh,ce,uz",https://www.openstreetmap.org/relation/7439
274,relation,7466,wikidata,Q12709,add_wikidata_label,"tt,he,uk,an,ar,az,be,bg,bn,ce,cv,el,eu,fa,gl,gu,hi,hy,ia,ja,ka,kk,kn,ko,la,lb,lv,mk,mn,mr,os,pl,pt,si,sr,ta,te,tg,th,ur,zh",https://www.openstreetmap.org/relation/7466
275,relation,8643,wikidata,Q17005,add_wikidata_label,"am,an,ar,ay,az,bg,bn,co,el,fa,fy,gl,he,hy,ia,io,ka,kk,ko,la,lv,mk,mr,os,pa,sr,th,ur,zh,ce",https://www.openstreetmap.org/relation/8643
276,relation,8647,wikidata,Q16393,add_wikidata_label,"ay,et,ur",https://www.openstreetmap.org/relation/8647
277,relation,11980,wikidata,Q142,add_wikidata_label,"ve,aa,ab,av,ch,fj,ki,lg,mo,om,pi,sd,sg,ak,ig,iu,ny,sn,tw,nb,ti,tn,to,ts,xh",https://www.openstreetmap.org/relation/11980
278,relation,70423,wikidata,Q5077,add_wikidata_label,"ru,nl,sv,af,am,an,ar,az,be,bg,bn,br,cv,cy,da,de,el,eo,et,eu,fa,fi,fy,ga,gl,he,hy,id,is,ja,ka,kk,km,ko,ky,la,lb,lt,lv,mk,mr,nb,nn,pl,pt,ro,sh,sk,sl,sr,sw,ta,th,tl,tr,uk,uz,vi,zh",https://www.openstreetmap.org/relation/70423
279,relation,82675,wikidata,Q2637319,add_wikidata_label,"bn,eo,fi,he,it,ja,ko,nl,nn,pl,ro,sr,te,tr,zh",https://www.openstreetmap.org/relation/82675
280,relation,318027,wikidata,Q39090,add_wikidata_label,"de,fr,nl,oc",https://www.openstreetmap.org/relation/318027
281,relation,343017,wikidata,Q942294,add_wikidata_label,"ce,es,hy,tt,uk,zh",https://www.openstreetmap.org/relation/343017
282,relation,343634,wikidata,Q12672,add_wikidata_label,"ce,es,fa,hy,tt,zh",https://www.openstreetmap.org/relation/343634
283,relation,346346,wikidata,Q13746,add_wikidata_label,"ce,es,fa,tt,uk,zh",https://www.openstreetmap.org/relation/346346
284,relation,348990,wikidata,Q13904,add_wikidata_label,"az,bn,br,cs,cy,de,en,eo,et,gl,gu,hi,hy,ia,it,ka,kk,kn,lb,mk,mr,ms,nn,ro,se,sh,si,sq,sw,ta,te,th,tr,ur,bg,ie,os",https://www.openstreetmap.org/relation/348990
285,relation,349053,wikidata,Q5705,add_wikidata_label,"az,ba,bg,bn,bs,ce,co,et,fa,ga,gd,gn,gv,ha,hi,ht,hy,ia,ie,it,ka,kk,ko,ku,kw,ky,la,lb,li,lo,lv,mi,ml,mn,mr,ms,my,nb,nn,or,os,pa,ps,qu,rm,ro,sc,cy,da,zh,bo,he,af,am,se,sh,si,so,sq,sr,sw,ta,th,tk,tr,tt,ty,ug,uk,ur,uz,wa,yi,to,sm,mg",https://www.openstreetmap.org/relation/349053
286,relation,409377,wikidata,Q1072001,add_wikidata_label,"an,br,el,eu,kk,oc,sr,tt,uk,ce,zh",https://www.openstreetmap.org/relation/409377
287,relation,1104538,wikidata,Q18451,add_wikidata_label,"nl,ru,bg,cs,cv,de,el,en,es,fr,he,hu,it,ka,lt,mk,nb,pl,sh,sl,sr,uk,br,ga,cy,et,eu,fa,fi,id,ja,nn,pt,ro,vi,zh",https://www.openstreetmap.org/relation/1104538
288,relation,1181120,wikidata,Q5637570,add_wikidata_label,"en,es,oc",https://www.openstreetmap.org/relation/1181120
289,relation,1311341,wikidata,Q29,add_wikidata_label,"nb,om,pi,sd,sg,si,ti,ff,ha,ks,lo,ak,ny,sn,tw,ve,ab,av,xh,as",https://www.openstreetmap.org/relation/1311341
290,relation,1403916,wikidata,Q212429,add_wikidata_label,"lt,ga,mt,sq,cy,br,co,hi,hy,la,mk,sh,sl",https://www.openstreetmap.org/relation/1403916
291,relation,1477179,wikidata,Q21330259,add_wikidata_label,"en,es,gl,sv",https://www.openstreetmap.org/relation/1477179
292,relation,1837358,wikidata,Q1018525,add_wikidata_label,"de,eu,hu,hy,ja,sk,tt,uk,zh,ce",https://www.openstreetmap.org/relation/1837358
293,relation,1837431,wikidata,Q662289,add_wikidata_label,"zh,ce,eu,hy,ru,tt,uk",https://www.openstreetmap.org/relation/1837431
294,relation,1843554,wikidata,Q1082242,add_wikidata_label,"ca,ce,hy,ru,sr,tt,uk,zh",https://www.openstreetmap.org/relation/1843554
295,relation,1843715,wikidata,Q1375974,add_wikidata_label,"ca,fa,hy,ru,tt,uk,zh,ce",https://www.openstreetmap.org/relation/1843715
296,relation,1843973,wikidata,Q1142520,add_wikidata_label,"ca,hy,ru,tt,uk,zh,ce",https://www.openstreetmap.org/relation/1843973
297,relation,1845830,wikidata,Q1082539,add_wikidata_label,"hy,sr,tt,uk,zh,ca,ce",https://www.openstreetmap.org/relation/1845830
298,relation,2018553,wikidata,Q924990,add_wikidata_label,"ca,eu,ja",https://www.openstreetmap.org/relation/2018553
299,relation,2081565,wikidata,Q630097,add_wikidata_label,"az,ce,hy,id,ja,mg,ms,ro,ru,sr,tt,uk,vi,zh",https://www.openstreetmap.org/relation/2081565
300,relation,2084436,wikidata,Q198196,add_wikidata_label,"uk,el,kk,tt,zh,ce",https://www.openstreetmap.org/relation/2084436
301,relation,2172304,wikidata,Q518212,add_wikidata_label,"sq,tt,zh,tr,ga,an,az,br,ca,cs,de,en,es,eu,fa,fr,hy,id,it,lb,nl,oc,pl,ro",https://www.openstreetmap.org/relation/2172304
302,relation,2202162,wikidata,Q142,add_wikidata_label,"ve,aa,ab,av,ch,fj,om,pi,sd,nb,tn,ts,xh",https://www.openstreetmap.org/relation/2202162
303,relation,2668952,wikidata,Q458,add_wikidata_label,"ab,af,am,an,as,av,az,ba,bm,bn,bs,ce,co,cv,cy,fa,fo,fy,gl,gn,gv,ha,he,hi,ht,hy,id,ie,io,is,ja,jv,ka,kk,kl,km,kn,ko,ku,kv,kw,ky,la,ln,mg,mk,ml,mn,mo,mr,ms,my,nb,ne,nn,ny,oc,or,os,pa,ps,qu,rm,rw,sd,se,sh,si,sm,so,sq,su,sw,ta,te,tg,th,tl,ts,ug,ur,uz,vo,yi,yo,zh,sc,cu,tt,tk,gd",https://www.openstreetmap.org/relation/2668952
304,relation,2727683,wikidata,Q1118367,add_wikidata_label,"de,en,es,fr",https://www.openstreetmap.org/relation/2727683
305,relation,2767884,wikidata,Q702122,add_wikidata_label,"an,az,br,cs,da,de,el,en,es,eu,fa,it,ja,lb,nl,pl,pt,ro,sq,tt,zh,tr,ga",https://www.openstreetmap.org/relation/2767884
306,relation,2797161,wikidata,Q1727049,add_wikidata_label,"an,cs,da,de,en,es,fr,it,lb,nl,ro,sq",https://www.openstreetmap.org/relation/2797161
307,relation,2800131,wikidata,Q3322369,add_wikidata_label,"eu,fr,gl,nl,oc,pl,pt,fi",https://www.openstreetmap.org/relation/2800131
308,relation,2804753,wikidata,Q2522163,add_wikidata_label,"fr,ko,oc,pt,hu,it,nl,th,ja,es",https://www.openstreetmap.org/relation/2804753
309,relation,2804754,wikidata,Q24260,add_wikidata_label,"ar,bg,bn,fa,gu,he,hi,hu,hy,it,ja,ka,kn,ko,lt,lv,mk,mr,si,sr,ta,te,th,uk,ur,zh",https://www.openstreetmap.org/relation/2804754
310,relation,2804755,wikidata,Q24269,add_wikidata_label,"uk,ar,bg,bn,fa,gu,he,hi,hy,it,ja,ka,kn,ko,lt,lv,mk,mr,si,ta,te,th",https://www.openstreetmap.org/relation/2804755
311,relation,2804756,wikidata,Q24286,add_wikidata_label,"ar,az,bg,bn,fa,gu,hi,hu,hy,it,ja,ka,kn,lt,lv,mk,mr,si,ta,te,th,uk,ur,zh,ko",https://www.openstreetmap.org/relation/2804756
312,relation,2804757,wikidata,Q24276,add_wikidata_label,"ar,bg,bn,fa,gu,hi,hu,hy,it,ja,ka,kn,ko,lt,lv,mk,mr,si,sr,ta,te,th,uk,ur,zh",https://www.openstreetmap.org/relation/2804757
313,relation,2804758,wikidata,Q24272,add_wikidata_label,"ta,te,th,uk,ur,zh,ko,he,ar,bg,bn,fa,gu,hi,hu,hy,it,ja,ka,kn,lt,mk,mr,si,sr",https://www.openstreetmap.org/relation/2804758
314,relation,2804759,wikidata,Q24282,add_wikidata_label,"hu,hy,ja,ka,kn,ko,lt,lv,mk,mr,ms,si,sr,ta,te,th,uk,ur,zh,es,ar,bg,bn,fa,gu,he,hi",https://www.openstreetmap.org/relation/2804759
315,relation,2805972,wikidata,Q12787,add_wikidata_label,"el,be,br,eu,fa,fi,hu,it,ja,kk,nb,nl,pl,pt,uk",https://www.openstreetmap.org/relation/2805972
316,relation,2809180,wikidata,Q18265,add_wikidata_label,"be,ja,ru,uk",https://www.openstreetmap.org/relation/2809180
317,relation,2810001,wikidata,Q12720,add_wikidata_label,"ar,fa,ja",https://www.openstreetmap.org/relation/2810001
318,relation,2810705,wikidata,Q12719,add_wikidata_label,"el,fa,kk",https://www.openstreetmap.org/relation/2810705
319,relation,3004189,wikidata,Q17042536,add_wikidata_label,es,https://www.openstreetmap.org/relation/3004189
320,relation,3004190,wikidata,Q11907388,add_wikidata_label,"en,es",https://www.openstreetmap.org/relation/3004190
321,relation,3004210,wikidata,Q9090913,add_wikidata_label,"de,en,fr,nl",https://www.openstreetmap.org/relation/3004210
322,relation,3073965,wikidata,Q2914372,add_wikidata_label,"cs,es,nl,sl,ca",https://www.openstreetmap.org/relation/3073965
323,relation,3406172,wikidata,Q1119756,add_wikidata_label,"de,en,fr",https://www.openstreetmap.org/relation/3406172
324,relation,3408341,wikidata,Q599208,add_wikidata_label,es,https://www.openstreetmap.org/relation/3408341
325,relation,3792883,wikidata,Q18678265,add_wikidata_label,"he,la,an,cy,fi,gl,id,sk,sr,uk,vo,af,az,be,bg,bn,co,hi,ht,hy,ko,lb,li,lv,mk,mn,os,sc,sh,sl,sq,th,tt,zh,ku,mr,ga",https://www.openstreetmap.org/relation/3792883
326,relation,3870917,wikidata,Q12837,add_wikidata_label,"am,li,mr,nb,si,ie,co,ps,my",https://www.openstreetmap.org/relation/3870917
327,relation,3974492,wikidata,Q2138364,add_wikidata_label,"ca,es,nl,oc,zh",https://www.openstreetmap.org/relation/3974492
328,relation,4552625,wikidata,Q17622668,add_wikidata_label,"de,en,es,eu,fr,it,lb,zh,ga",https://www.openstreetmap.org/relation/4552625
329,relation,4552729,wikidata,Q17623115,add_wikidata_label,"de,en,eu,fr,hu,it,lb,zh,ga",https://www.openstreetmap.org/relation/4552729
330,relation,4615593,wikidata,Q11941708,add_wikidata_label,"en,es,fr,gl,he,pt",https://www.openstreetmap.org/relation/4615593
331,relation,5488773,wikidata,Q1570794,add_wikidata_label,"es,it,nl",https://www.openstreetmap.org/relation/5488773
332,relation,5731945,wikidata,Q508726,add_wikidata_label,"en,es,sv",https://www.openstreetmap.org/relation/5731945
333,relation,5731946,wikidata,Q24853,add_wikidata_label,"ar,cv,en,gl,he,id,ja,mk,pt,ru,sr,sv,uk,vi,zh",https://www.openstreetmap.org/relation/5731946
334,relation,5734196,wikidata,Q21330390,add_wikidata_label,sv,https://www.openstreetmap.org/relation/5734196
335,relation,5761660,wikidata,Q3364586,add_wikidata_label,"es,fr,gl,ja,de,en",https://www.openstreetmap.org/relation/5761660
336,relation,5962788,wikidata,Q2822314,add_wikidata_label,"en,es,zh",https://www.openstreetmap.org/relation/5962788
337,relation,5962799,wikidata,Q2750231,add_wikidata_label,"ca,en,nl,oc,zh",https://www.openstreetmap.org/relation/5962799
338,relation,6491134,wikidata,Q6655,add_wikidata_label,"lb,lt,lv,mk,ml,mr,ms,mt,my,nb,nl,nn,oc,pa,pl,ps,pt,rm,ro,ru,sd,se,sh,sk,sl,sq,sr,sv,tg,th,tl,tr,tt,uk,ur,vi,yi,zu,la,af,az,be,bg,bn,bs,ca,cs,da,el,eo,et,eu,fa,fi,ga,gl,gv,ha,he,hi,hr,hu,hy,ia,id,it,ja,jv,ka,kk,ko,ku,ky",https://www.openstreetmap.org/relation/6491134
339,relation,6955560,wikidata,Q3176636,add_wikidata_label,"en,fr,es,an,de,eu",https://www.openstreetmap.org/relation/6955560
340,relation,7008877,wikidata,Q28495720,add_wikidata_label,"ca,zh",https://www.openstreetmap.org/relation/7008877
341,relation,7790584,wikidata,Q5397747,add_wikidata_label,"en,tr,fr",https://www.openstreetmap.org/relation/7790584
342,relation,8865914,wikidata,Q3176636,add_wikidata_label,"en,fr,es,an,de",https://www.openstreetmap.org/relation/8865914
343,relation,9384024,wikidata,Q56403714,add_wikidata_label,fr,https://www.openstreetmap.org/relation/9384024
344,relation,10603161,wikidata,Q3176636,add_wikidata_label,"en,fr,es,an,de",https://www.openstreetmap.org/relation/10603161
345,relation,10603162,wikidata,Q3176636,add_wikidata_label,"en,fr,es,an,de",https://www.openstreetmap.org/relation/10603162
346,relation,10603859,wikidata,Q3176636,add_wikidata_label,"en,fr,es,an,de",https://www.openstreetmap.org/relation/10603859
347,relation,10605303,wikidata,Q3176636,add_wikidata_label,"en,fr,es,an,de,eu",https://www.openstreetmap.org/relation/10605303
348,relation,11271595,wikidata,Q21426931,add_wikidata_label,fr,https://www.openstreetmap.org/relation/11271595
349,relation,11278320,wikidata,Q88521123,add_wikidata_label,be,https://www.openstreetmap.org/relation/11278320
350,relation,11609301,wikidata,Q746899,add_wikidata_label,"ca,en,es,fr,it,lt,nb,nl,fa",https://www.openstreetmap.org/relation/11609301
351,relation,11745120,wikidata,Q15580,add_wikidata_label,"fa,fy,nb,nl,ro,ku,be,zh,da,et,fi,ja,nn,sv,bg,pt",https://www.openstreetmap.org/relation/11745120
352,relation,11747082,wikidata,Q234963,add_wikidata_label,"hy,tl,ia,tt",https://www.openstreetmap.org/relation/11747082
353,relation,12729625,wikidata,Q8268,add_wikidata_label,"hy,id,is,it,ja,jv,ka,kk,ko,mg,mk,ml,mr,ms,oc,or,os,pl,pt,ro,ru,sh,sl,sr,sv,ta,th,tr,uk,vi,yi,se,ar,az,be,bg,bn,ca,cy,el,eo,fa,ga,he,hi",https://www.openstreetmap.org/relation/12729625
354,relation,12733310,wikidata,Q7184,add_wikidata_label,"gn,ia,ie,te,co,za,uk,pl,sl,af,fi,kl,am,an,as,av,az,ba,be,bn,br,bs,ca,ce,cs,cv,cy,da,eo,et,eu,fa,fo,ga,gd,gl,gv,ha,he,hi,hr,hu,hy,id,io,is,it,ja,jv,ka,kk,km,kn,ko,ku,kw,ky,la,lb,li,mg,ml,mn,mr,ms,my,nb,ne,nn,oc,or,os,pa,ps,pt,rm,ro,ru,sc,sd,se,sh,sk,so,sq,sr,sw,ta,tg,th,tl,tt,uz,vi,vo,yi,yo",https://www.openstreetmap.org/relation/12733310
355,relation,13376469,wikidata,Q185441,add_wikidata_label,"sk,sl,sr,te,tg,th,tr,uk,ur,uz,vi,yi,zh,co,lt,ar,az,be,bg,bn,bs,ca,cs,cy,da,el,eo,et,eu,fa,fi,gl,he,hi,hr,hu,hy,ia,id,it,ja,ka,kk,ko,la,lb,lv,mk,ms,nb,oc,pl,pt,ro,ru,se",https://www.openstreetmap.org/relation/13376469
356,relation,13433224,wikidata,Q15479,add_wikidata_label,"da,el,ja,nl,he",https://www.openstreetmap.org/relation/13433224
357,relation,14119593,wikidata,Q2933723,add_wikidata_label,"de,es,pt",https://www.openstreetmap.org/relation/14119593
